age,ed,employ,address,income,debtinc,creddebt,othdebt,default
48,1,0,23,30.000000,22.300000,2.662620,4.027380,0
28,1,4,1,16.000000,23.800000,1.085280,2.722720,0
47,3,16,26,221.000000,17.600000,15.791776,23.104224,1
27,2,6,1,34.000000,4.400000,0.237864,1.258136,0
29,2,6,10,65.000000,18.400000,1.985360,9.974640,0
21,2,2,0,20.000000,4.500000,0.290700,0.609300,1
29,1,7,5,20.000000,19.800000,1.005840,2.954160,1
24,4,0,3,29.000000,6.600000,0.589512,1.324488,1
44,1,12,3,31.000000,9.700000,0.357833,2.649167,0
22,1,1,0,18.000000,4.400000,0.270072,0.521928,0
38,2,13,0,59.000000,2.400000,0.407808,1.008192,0
52,2,12,16,76.000000,7.700000,0.994840,4.857160,0
25,1,3,2,18.000000,16.300000,0.352080,2.581920,1
25,1,5,5,22.000000,10.900000,0.402864,1.995136,0
51,2,27,21,166.000000,11.500000,0.820870,18.269130,0
38,1,21,16,58.000000,16.500000,4.584030,4.985970,0
44,1,9,20,33.000000,5.200000,0.545688,1.170312,0
24,2,2,3,26.000000,9.700000,0.887744,1.634256,1
34,1,5,3,33.000000,7.300000,0.778107,1.630893,0
25,2,6,2,26.000000,4.500000,0.070200,1.099800,0
45,3,5,17,94.000000,10.500000,3.612420,6.257580,1
34,2,4,10,25.000000,5.800000,0.569850,0.880150,0
27,4,2,8,23.000000,5.700000,0.319884,0.991116,1
33,2,10,13,57.000000,20.900000,6.111369,5.801631,1
35,2,0,16,22.000000,15.000000,1.970100,1.329900,1
50,2,15,31,60.000000,1.100000,0.467940,0.192060,0
33,1,13,13,42.000000,3.600000,0.228312,1.283688,0
41,3,13,13,91.000000,25.200000,2.316132,20.615868,1
28,1,0,2,28.000000,33.300000,2.284380,7.039620,1
38,3,12,14,63.000000,16.000000,5.715360,4.364640,1
25,1,3,2,16.000000,17.800000,1.011040,1.836960,1
47,2,4,9,33.000000,7.100000,1.194930,1.148070,1
30,2,12,9,98.000000,7.200000,2.935296,4.120704,0
44,2,12,5,86.000000,13.000000,1.475760,9.704240,0
25,1,0,2,18.000000,18.900000,0.513702,2.888298,1
41,2,6,0,36.000000,19.500000,4.513860,2.506140,1
22,3,0,1,18.000000,7.700000,0.478170,0.907830,0
35,2,3,11,40.000000,17.200000,1.802560,5.077440,1
42,5,6,23,190.000000,7.800000,3.156660,11.663340,0
38,1,3,19,23.000000,14.700000,0.831726,2.549274,0
23,2,1,3,18.000000,18.700000,0.885258,2.480742,1
28,3,2,5,30.000000,19.900000,1.522350,4.447650,0
52,1,19,25,89.000000,4.700000,0.397385,3.785615,0
25,1,9,2,20.000000,3.500000,0.105000,0.595000,0
28,2,1,4,16.000000,14.700000,0.573888,1.778112,0
43,1,19,11,79.000000,7.500000,0.782100,5.142900,0
24,2,3,1,24.000000,19.100000,2.172816,2.411184,0
34,3,13,7,52.000000,9.200000,1.497392,3.286608,0
29,2,6,9,25.000000,4.200000,0.584850,0.465150,0
31,1,6,9,21.000000,8.300000,0.728574,1.014426,0
42,2,14,1,48.000000,8.600000,1.201248,2.926752,1
49,2,11,1,51.000000,15.000000,0.543150,7.106850,0
39,1,22,9,73.000000,14.300000,3.726723,6.712277,0
45,3,0,19,22.000000,4.200000,0.030492,0.893508,0
41,1,7,22,32.000000,2.900000,0.072384,0.855616,0
29,2,9,0,46.000000,1.600000,0.241408,0.494592,0
35,3,7,5,38.000000,15.100000,1.382858,4.355142,0
27,2,5,6,25.000000,6.800000,0.705500,0.994500,0
28,1,4,7,19.000000,4.100000,0.286672,0.492328,0
48,1,17,22,66.000000,3.200000,1.467840,0.644160,0
24,1,2,5,18.000000,6.000000,0.528120,0.551880,0
31,1,6,12,33.000000,4.200000,0.145530,1.240470,0
43,1,10,9,69.000000,6.400000,0.410688,4.005312,0
42,1,3,10,24.000000,10.600000,0.666528,1.877472,0
51,2,31,14,249.000000,7.800000,4.272840,15.149160,0
22,1,4,3,19.000000,23.100000,1.887270,2.501730,1
37,1,6,10,31.000000,11.700000,1.701063,1.925937,1
22,3,1,3,25.000000,13.800000,1.976850,1.473150,1
49,2,2,13,20.000000,16.900000,0.378560,3.001440,1
29,1,9,8,30.000000,8.200000,0.154980,2.305020,0
42,1,2,16,30.000000,9.700000,1.472460,1.437540,0
34,1,15,0,67.000000,13.200000,3.741012,5.102988,0
34,2,9,7,27.000000,1.700000,0.295137,0.163863,0
32,2,5,5,43.000000,15.000000,1.806000,4.644000,1
42,2,18,23,66.000000,9.600000,1.641024,4.694976,0
24,1,3,0,14.000000,16.100000,0.838488,1.415512,1
34,1,16,9,48.000000,7.600000,1.473792,2.174208,0
26,1,10,2,32.000000,4.700000,0.126336,1.377664,0
30,2,12,9,68.000000,20.100000,2.856612,10.811388,0
32,1,4,3,16.000000,28.500000,0.893760,3.666240,1
38,3,13,18,25.000000,5.700000,0.343425,1.081575,0
43,2,10,24,37.000000,8.500000,0.676175,2.468825,0
31,2,9,8,53.000000,13.500000,1.194885,5.960115,0
37,4,10,18,123.000000,17.300000,3.021618,18.257382,0
37,2,4,11,20.000000,21.700000,0.173600,4.166400,1
41,3,12,11,86.000000,26.500000,4.991010,17.798990,1
32,1,0,4,20.000000,3.000000,0.263400,0.336600,1
22,2,0,1,35.000000,9.000000,0.781200,2.368800,1
32,2,12,3,63.000000,18.200000,5.549544,5.916456,0
47,2,17,23,41.000000,9.500000,0.455715,3.439285,0
40,1,21,21,46.000000,6.200000,0.966828,1.885172,0
31,1,8,1,22.000000,6.700000,0.369974,1.104026,0
34,3,7,0,27.000000,2.200000,0.125334,0.468666,0
52,4,13,17,234.000000,7.700000,7.387380,10.630620,0
28,1,2,2,17.000000,2.500000,0.199325,0.225675,1
38,3,15,18,63.000000,13.400000,5.090526,3.351474,0
33,2,10,4,26.000000,3.100000,0.030628,0.775372,0
39,2,9,12,32.000000,6.600000,1.429824,0.682176,0
47,3,23,11,115.000000,4.000000,0.653200,3.946800,0
36,2,11,8,49.000000,1.300000,0.272636,0.364364,0
29,3,7,2,84.000000,13.600000,6.911520,4.512480,1
48,4,14,10,59.000000,16.500000,4.935645,4.799355,1
38,3,12,18,64.000000,5.800000,0.894592,2.817408,0
46,2,9,26,15.000000,4.300000,0.014835,0.630165,0
27,3,5,4,42.000000,19.900000,2.707992,5.650008,1
54,1,18,34,114.000000,8.500000,3.294600,6.395400,0
27,4,0,0,25.000000,12.700000,1.419225,1.755775,1
23,1,1,0,17.000000,1.600000,0.011696,0.260304,0
41,1,23,2,91.000000,13.700000,0.573482,11.893518,0
24,1,3,5,15.000000,11.300000,0.072885,1.622115,1
28,1,9,0,22.000000,27.700000,5.283498,0.810502,1
26,1,0,0,14.000000,10.500000,0.255780,1.214220,0
24,1,8,0,17.000000,5.600000,0.569296,0.382704,1
49,2,22,4,79.000000,7.300000,0.288350,5.478650,0
28,2,3,1,36.000000,8.600000,0.383904,2.712096,0
38,1,6,17,18.000000,13.000000,0.131040,2.208960,0
33,2,2,9,37.000000,4.500000,0.834165,0.830835,0
26,1,8,4,25.000000,4.700000,0.210325,0.964675,0
36,1,9,1,40.000000,9.800000,1.975680,1.944320,0
37,3,16,14,50.000000,36.600000,7.320000,10.980000,1
25,4,0,1,18.000000,33.400000,2.801592,3.210408,1
29,1,9,2,33.000000,4.800000,0.693792,0.890208,0
27,2,8,4,38.000000,6.900000,0.364458,2.257542,0
45,1,17,0,62.000000,15.000000,2.436600,6.863400,0
37,1,9,8,57.000000,5.500000,1.357455,1.777545,0
29,2,3,6,26.000000,6.100000,0.537654,1.048346,1
51,1,10,1,44.000000,13.200000,4.960032,0.847968,1
22,3,0,0,23.000000,8.400000,0.372876,1.559124,1
30,4,7,10,30.000000,15.700000,0.263760,4.446240,0
31,1,7,2,20.000000,12.300000,0.110700,2.349300,0
28,1,2,0,18.000000,14.800000,1.939392,0.724608,1
35,1,10,16,39.000000,5.700000,0.217854,2.005146,0
25,4,1,1,34.000000,8.500000,0.132940,2.757060,1
32,2,5,0,28.000000,14.800000,2.594144,1.549856,1
33,1,2,10,24.000000,9.600000,1.041408,1.262592,0
28,2,3,4,41.000000,25.100000,5.896743,4.394257,1
46,3,4,17,73.000000,5.400000,2.223288,1.718712,0
41,1,24,12,83.000000,14.000000,6.588540,5.031460,0
42,2,11,5,73.000000,6.800000,2.869192,2.094808,0
41,4,9,13,47.000000,5.000000,0.437100,1.912900,0
26,1,3,5,29.000000,25.700000,2.526567,4.926433,1
47,1,27,8,113.000000,9.200000,2.380684,8.015316,0
29,1,1,3,18.000000,25.600000,1.981440,2.626560,1
34,1,3,14,36.000000,4.700000,0.624348,1.067652,0
36,1,7,2,43.000000,6.200000,1.039740,1.626260,0
38,2,7,4,64.000000,3.000000,0.650880,1.269120,0
41,2,4,14,26.000000,19.200000,1.472640,3.519360,1
46,1,9,23,31.000000,13.800000,1.617084,2.660916,0
40,3,3,15,55.000000,16.500000,1.751475,7.323525,1
44,2,17,0,129.000000,2.500000,0.551475,2.673525,0
35,3,10,15,39.000000,10.400000,1.602120,2.453880,0
36,1,20,15,60.000000,5.400000,1.056240,2.183760,0
28,2,0,3,30.000000,4.800000,0.120960,1.319040,1
29,2,6,7,18.000000,5.100000,0.449820,0.468180,1
23,2,3,3,22.000000,11.400000,1.274064,1.233936,1
41,2,7,17,63.000000,15.400000,4.637556,5.064444,0
25,1,1,1,19.000000,6.900000,0.190095,1.120905,0
45,2,2,19,29.000000,5.400000,0.443178,1.122822,0
48,2,30,14,148.000000,7.200000,3.974688,6.681312,0
38,1,18,7,45.000000,7.000000,0.535500,2.614500,0
29,1,6,4,46.000000,5.400000,1.169964,1.314036,0
42,4,15,8,186.000000,3.600000,2.403864,4.292136,0
31,1,11,12,47.000000,10.900000,2.863757,2.259243,0
40,1,3,13,23.000000,6.900000,0.409446,1.177554,0
26,1,2,6,21.000000,19.800000,1.022868,3.135132,0
25,1,6,6,22.000000,20.200000,2.261996,2.182004,0
53,4,7,11,61.000000,7.900000,1.874591,2.944409,0
50,3,18,27,102.000000,14.100000,5.781564,8.600436,0
47,1,31,9,136.000000,23.100000,14.231448,17.184552,1
23,1,1,0,21.000000,8.400000,1.210104,0.553896,1
37,3,12,8,83.000000,4.100000,0.319882,3.083118,0
41,1,24,15,100.000000,11.500000,5.060000,6.440000,0
28,2,0,7,29.000000,13.300000,2.148349,1.708651,1
31,1,7,11,41.000000,30.700000,2.995706,9.591294,1
41,2,6,1,19.000000,6.300000,0.124488,1.072512,0
36,1,7,17,40.000000,9.900000,1.694880,2.265120,0
41,1,1,16,19.000000,4.400000,0.241604,0.594396,0
53,2,16,31,44.000000,5.600000,1.333024,1.130976,0
31,2,6,5,25.000000,11.500000,2.331625,0.543375,0
28,2,5,6,25.000000,2.900000,0.338575,0.386425,0
48,1,28,25,70.000000,12.000000,4.334400,4.065600,0
23,2,0,1,42.000000,3.900000,1.018836,0.619164,1
31,1,11,6,34.000000,6.800000,0.298248,2.013752,0
27,1,6,6,43.000000,4.900000,0.882833,1.224167,0
43,1,11,17,37.000000,1.300000,0.179894,0.301106,0
29,2,5,7,28.000000,18.700000,2.125816,3.110184,0
53,1,6,7,27.000000,6.400000,0.594432,1.133568,1
38,1,4,9,19.000000,13.600000,1.245488,1.338512,0
30,1,12,10,38.000000,8.500000,0.171190,3.058810,0
28,3,2,0,20.000000,9.400000,0.233120,1.646880,1
36,1,11,2,33.000000,32.500000,1.265550,9.459450,0
48,1,15,5,60.000000,2.100000,0.321300,0.938700,0
31,1,12,9,24.000000,6.600000,0.441936,1.142064,0
35,1,16,10,57.000000,10.500000,1.143135,4.841865,0
50,1,4,4,23.000000,12.500000,0.140875,2.734125,0
42,2,12,9,55.000000,15.000000,2.532750,5.717250,0
40,1,2,3,28.000000,7.100000,0.184884,1.803116,0
37,2,0,13,31.000000,0.900000,0.118017,0.160983,1
31,3,6,8,54.000000,2.800000,0.402192,1.109808,0
38,1,11,13,35.000000,8.000000,1.265600,1.534400,0
35,1,15,1,77.000000,10.600000,5.501188,2.660812,0
44,1,24,10,101.000000,5.600000,2.992024,2.663976,0
44,2,21,14,113.000000,13.200000,3.192024,11.723976,0
33,1,0,12,23.000000,0.900000,0.077418,0.129582,0
35,1,7,14,29.000000,4.900000,0.264306,1.156694,0
36,3,10,4,43.000000,13.000000,0.961480,4.628520,0
23,2,3,4,24.000000,6.300000,0.551880,0.960120,0
27,1,0,7,18.000000,12.800000,0.582912,1.721088,0
34,1,6,1,20.000000,1.200000,0.042480,0.197520,0
35,1,0,5,34.000000,11.100000,1.369962,2.404038,1
24,2,4,4,20.000000,3.700000,0.324120,0.415880,0
48,1,30,8,101.000000,6.400000,1.874560,4.589440,0
26,2,8,1,40.000000,11.800000,0.443680,4.276320,0
40,1,6,9,36.000000,2.100000,0.390852,0.365148,1
34,1,9,8,48.000000,9.300000,0.419616,4.044384,0
35,1,17,4,42.000000,3.000000,0.093240,1.166760,0
30,1,7,2,33.000000,25.400000,1.165098,7.216902,1
20,1,4,0,14.000000,9.700000,0.200984,1.157016,1
36,4,1,17,30.000000,11.500000,0.324300,3.125700,0
21,1,1,1,16.000000,6.300000,0.141120,0.866880,0
34,1,18,10,53.000000,10.500000,0.840315,4.724685,0
35,1,7,5,39.000000,16.100000,1.701609,4.577391,1
35,3,1,4,20.000000,7.900000,0.853200,0.726800,0
34,1,10,1,33.000000,10.300000,2.501664,0.897336,1
33,1,12,12,68.000000,10.800000,1.365984,5.978016,0
30,1,4,2,18.000000,10.700000,0.227268,1.698732,0
24,2,0,5,16.000000,7.300000,0.024528,1.143472,0
47,1,31,8,253.000000,7.200000,9.308376,8.907624,0
53,1,0,26,27.000000,28.900000,2.754459,5.048541,1
22,3,0,2,20.000000,4.700000,0.219020,0.720980,0
48,2,6,1,66.000000,12.100000,2.315940,5.670060,0
36,2,6,15,27.000000,4.600000,0.262062,0.979938,1
29,2,6,4,21.000000,11.500000,0.369495,2.045505,0
33,1,15,3,32.000000,7.600000,0.491264,1.940736,0
45,1,19,22,77.000000,8.400000,2.302608,4.165392,0
37,1,12,14,44.000000,14.700000,2.994684,3.473316,0
36,1,16,13,32.000000,10.900000,0.544128,2.943872,
50,1,6,27,21.000000,12.900000,1.316574,1.392426,
40,1,9,9,33.000000,17.000000,4.880700,0.729300,
31,1,5,7,23.000000,2.000000,0.046000,0.414000,
29,1,4,0,24.000000,7.800000,0.866736,1.005264,
25,2,1,3,14.000000,9.900000,0.232848,1.153152,
34,1,4,3,28.000000,9.400000,1.058064,1.573936,
50,1,30,8,150.000000,32.500000,13.552500,35.197500,
27,1,5,5,26.000000,1.200000,0.130416,0.181584,
31,4,7,12,97.000000,6.000000,1.827480,3.992520,
45,1,8,25,27.000000,2.600000,0.415584,0.286416,
35,1,10,8,28.000000,1.300000,0.109928,0.254072,
47,2,27,7,107.000000,6.100000,1.638277,4.888723,
50,3,25,7,94.000000,5.300000,1.733736,3.248264,
37,2,15,11,108.000000,11.800000,5.250528,7.493472,
46,1,7,6,41.000000,23.400000,0.585234,9.008766,
26,4,1,5,92.000000,13.000000,6.506240,5.453760,
33,1,16,12,46.000000,8.100000,2.399544,1.326456,
43,1,8,0,32.000000,19.000000,1.234240,4.845760,
49,2,14,26,63.000000,15.800000,0.935676,9.018324,
44,1,2,15,22.000000,9.600000,1.091904,1.020096,
32,1,12,10,33.000000,11.200000,0.794640,2.901360,
38,1,5,4,20.000000,1.500000,0.091500,0.208500,
52,1,33,23,139.000000,5.600000,2.288496,5.495504,
35,1,10,3,24.000000,21.300000,1.083744,4.028256,
33,4,4,12,22.000000,5.500000,0.566280,0.643720,
35,1,11,12,77.000000,4.700000,1.100176,2.518824,
34,2,9,3,40.000000,1.600000,0.373760,0.266240,
39,1,19,16,53.000000,3.700000,0.190217,1.770783,
31,1,8,4,27.000000,5.400000,0.673596,0.784404,
37,1,5,11,27.000000,9.400000,0.418770,2.119230,
44,1,19,9,40.000000,10.900000,0.344440,4.015560,
30,1,1,1,27.000000,12.300000,1.275264,2.045736,
37,1,18,9,58.000000,10.300000,2.867520,3.106480,
35,1,11,9,40.000000,2.900000,0.571880,0.588120,
43,1,4,11,26.000000,7.100000,0.751322,1.094678,
26,1,0,5,17.000000,5.000000,0.141950,0.708050,
35,1,13,4,42.000000,17.600000,0.768768,6.623232,
24,1,4,0,19.000000,11.000000,1.185030,0.904970,
24,1,4,1,23.000000,4.900000,0.242305,0.884695,
26,3,3,1,40.000000,10.800000,1.896480,2.423520,
34,1,10,12,48.000000,5.100000,0.264384,2.183616,
44,4,18,23,78.000000,1.000000,0.564720,0.215280,
46,1,9,6,72.000000,5.000000,0.828000,2.772000,
40,1,17,5,55.000000,11.400000,2.125530,4.144470,
37,4,2,1,29.000000,15.400000,2.782318,1.683682,
35,3,5,13,30.000000,10.600000,1.526400,1.653600,
46,2,18,18,55.000000,4.400000,0.418660,2.001340,
40,3,5,18,28.000000,10.000000,1.262800,1.537200,
48,2,21,14,86.000000,1.200000,0.145512,0.886488,
53,1,33,25,324.000000,7.000000,7.053480,15.626520,
45,3,9,0,84.000000,13.100000,1.276464,9.727536,
32,3,6,12,22.000000,6.700000,0.384714,1.089286,
43,1,15,21,62.000000,9.400000,0.693532,5.134468,
29,2,3,9,32.000000,9.000000,1.071360,1.808640,
47,2,7,24,49.000000,0.900000,0.253575,0.187425,
21,2,1,0,17.000000,10.500000,0.555135,1.229865,
30,1,0,2,20.000000,5.400000,0.622080,0.457920,
25,3,3,2,54.000000,7.400000,1.162836,2.833164,
27,1,6,2,52.000000,13.800000,1.901640,5.274360,
36,1,4,17,25.000000,4.000000,0.144000,0.856000,
35,1,12,3,30.000000,15.400000,1.898820,2.721180,
33,1,11,6,35.000000,15.900000,0.506415,5.058585,
21,3,0,1,41.000000,19.500000,2.366520,5.628480,
44,1,18,0,61.000000,10.800000,2.806488,3.781512,
37,1,19,7,38.000000,13.500000,2.590650,2.539350,
27,1,5,7,26.000000,6.800000,0.548080,1.219920,
37,2,11,11,47.000000,9.600000,1.597248,2.914752,
48,2,9,22,44.000000,5.900000,2.133912,0.462088,
30,1,4,2,21.000000,3.500000,0.228585,0.506415,
22,4,0,1,25.000000,12.200000,1.491450,1.558550,
39,2,18,18,47.000000,7.600000,1.564536,2.007464,
26,1,5,6,18.000000,15.500000,0.574740,2.215260,
29,2,9,8,30.000000,21.700000,3.645600,2.864400,
47,1,29,20,169.000000,2.200000,0.349492,3.368508,
33,2,5,2,37.000000,8.400000,1.028748,2.079252,
23,2,2,2,48.000000,7.500000,0.511200,3.088800,
25,2,5,5,35.000000,16.500000,1.969275,3.805725,
34,1,4,6,23.000000,5.600000,0.616952,0.671048,
56,1,19,26,66.000000,3.300000,0.847242,1.330758,
32,1,7,10,23.000000,9.800000,0.861028,1.392972,
27,3,0,4,50.000000,14.700000,1.043700,6.306300,
41,2,6,7,36.000000,13.900000,1.486188,3.517812,
30,1,8,11,27.000000,20.300000,3.743523,1.737477,
38,4,13,2,126.000000,13.700000,7.612542,9.649458,
31,1,6,1,45.000000,7.300000,0.584730,2.700270,
37,3,16,8,75.000000,0.100000,0.022050,0.052950,
30,2,2,2,26.000000,3.800000,0.248976,0.739024,
44,2,8,18,43.000000,5.000000,0.554700,1.595300,
25,2,5,3,42.000000,15.500000,3.365670,3.144330,
33,2,10,2,54.000000,3.000000,0.119880,1.500120,
25,1,3,5,31.000000,8.100000,0.881361,1.629639,
45,1,14,26,46.000000,5.100000,1.262148,1.083852,
23,1,6,2,15.000000,12.700000,1.375410,0.529590,
43,1,24,22,254.000000,7.700000,7.001764,12.556236,
38,2,12,14,40.000000,5.100000,0.897600,1.142400,
24,1,1,4,16.000000,7.200000,0.877824,0.274176,
29,2,2,4,16.000000,10.500000,0.433440,1.246560,
40,1,23,16,81.000000,10.900000,0.997677,7.831323,
47,1,3,1,21.000000,15.400000,0.067914,3.166086,
24,1,1,5,16.000000,9.200000,0.185472,1.286528,
35,2,0,6,35.000000,12.400000,2.382660,1.957340,
38,1,1,9,42.000000,9.100000,0.890526,2.931474,
48,1,10,0,70.000000,28.200000,10.679340,9.060660,
35,2,12,12,64.000000,15.000000,1.449600,8.150400,
27,1,11,1,21.000000,11.400000,0.914508,1.479492,
47,3,16,7,266.000000,2.000000,2.191840,3.128160,
31,1,3,5,16.000000,32.300000,3.064624,2.103376,
30,1,12,4,40.000000,7.000000,1.248800,1.551200,
29,2,10,3,61.000000,6.200000,0.798002,2.983998,
26,4,1,6,64.000000,23.300000,7.754240,7.157760,
38,1,21,17,65.000000,16.800000,2.533440,8.386560,
45,1,7,17,29.000000,6.100000,0.739442,1.029558,
29,1,3,10,23.000000,9.300000,1.103724,1.035276,
52,1,17,4,73.000000,8.700000,1.054266,5.296734,
24,1,1,0,20.000000,4.100000,0.324720,0.495280,
33,2,8,13,27.000000,9.800000,1.645812,1.000188,
38,2,0,18,21.000000,4.600000,0.612444,0.353556,
26,1,0,2,15.000000,5.400000,0.385560,0.424440,
26,1,2,5,22.000000,6.400000,0.236544,1.171456,
35,1,16,0,37.000000,17.200000,4.212968,2.151032,
43,1,9,8,66.000000,8.800000,2.340624,3.467376,
45,3,8,1,140.000000,13.900000,4.183900,15.276100,
24,1,5,1,46.000000,3.800000,0.529644,1.218356,
44,3,7,16,78.000000,10.500000,3.153150,5.036850,
29,2,0,7,23.000000,8.000000,1.242000,0.598000,
22,2,0,0,14.000000,17.100000,0.241794,2.152206,
38,1,16,8,37.000000,8.600000,0.082732,3.099268,
46,1,6,19,30.000000,17.600000,1.415040,3.864960,
46,4,7,16,73.000000,1.100000,0.555676,0.247324,
32,1,13,11,25.000000,7.500000,0.596250,1.278750,
39,3,16,10,126.000000,6.800000,1.405152,7.162848,
40,2,15,19,138.000000,4.100000,1.222128,4.435872,
47,1,16,19,110.000000,12.600000,5.821200,8.038800,
28,1,10,1,42.000000,8.600000,1.047480,2.564520,
36,1,19,8,45.000000,12.100000,0.920205,4.524795,
41,2,13,1,93.000000,14.700000,9.542358,4.128642,
31,2,12,8,44.000000,9.600000,1.867008,2.356992,
39,1,20,8,116.000000,4.100000,2.240076,2.515924,
37,1,4,10,24.000000,14.200000,0.419184,2.988816,
35,2,11,1,62.000000,32.400000,9.702504,10.385496,
35,4,10,12,45.000000,8.500000,1.040400,2.784600,
51,4,15,30,26.000000,13.600000,2.011984,1.524016,
36,1,5,2,27.000000,7.000000,0.723870,1.166130,
23,1,3,4,13.000000,3.100000,0.045539,0.357461,
34,1,12,15,32.000000,2.700000,0.239328,0.624672,
32,2,12,11,116.000000,5.700000,4.026708,2.585292,
48,1,13,11,38.000000,10.800000,0.722304,3.381696,
35,2,1,11,24.000000,7.800000,0.417456,1.454544,
37,1,20,13,41.000000,12.900000,0.899130,4.389870,
