ID,Income,AppliedOnline,Residence,YearCurrentAddress,YearsCurrentEmployer,NumberOfCards,CCDebt,Loans,LoanAmount,SalePrice,Location,MortgageDefault
100720.000000,44682,"YES","Private Renting",12,9,1.000000,1192.000000,1.000000,7320.000000,475000,110,"YES"
100721.000000,43669,"YES","Living with parents/guardian",18,10,1.000000,2518.000000,0.000000,12500.000000,325000,100,"YES"
100722.000000,45390,"YES","Owner Occupier",3,2,2.000000,154.000000,0.000000,11710.000000,242500,110,"NO"
100724.000000,43348,"NO","Sheltered",12,5,2.000000,608.000000,1.000000,11720.000000,200000,120,"YES"
100725.000000,57598,"YES","Public Housing",25,16,1.000000,2171.000000,1.000000,5140.000000,207000,100,"NO"
100727.000000,51939,"NO","Public Housing",5,2,1.000000,382.000000,0.000000,11090.000000,105000,101,"YES"
100728.000000,57623,"YES","Owner Occupier",1,10,1.000000,4133.000000,1.000000,10995.000000,105000,101,"NO"
100729.000000,43146,"NO","Owner Occupier",0,10,1.000000,679.000000,1.000000,10420.000000,105000,101,"YES"
100730.000000,57388,"YES","Private Renting",23,22,1.000000,3450.000000,0.000000,5365.000000,105000,101,"YES"
100731.000000,49789,"YES","Owner Occupier",2,4,2.000000,44.000000,0.000000,9340.000000,200000,100,"NO"
100732.000000,47623,"YES","Owner Occupier",12,7,2.000000,1358.000000,1.000000,7365.000000,275000,130,"YES"
100733.000000,45318,"NO","Private Renting",2,3,1.000000,461.000000,1.000000,7665.000000,305000,130,"YES"
100736.000000,44005,"YES","Private Renting",16,8,2.000000,25.000000,1.000000,6920.000000,179000,130,"NO"
100737.000000,44306,"YES","Owner Occupier",15,19,2.000000,7995.000000,1.000000,13220.000000,275000,130,"YES"
100739.000000,43185,"NO","Living with parents/guardian",0,8,1.000000,20.000000,0.000000,9420.000000,305000,130,"NO"
100741.000000,45001,"YES","Public Housing",11,17,1.000000,2134.000000,1.000000,9285.000000,370000,110,"YES"
100745.000000,45313,"YES","Owner Occupier",13,3,2.000000,341.000000,1.000000,4065.000000,290000,130,"YES"
100746.000000,45194,"NO","Owner Occupier",15,10,2.000000,1678.000000,1.000000,12915.000000,273000,120,"NO"
100749.000000,43876,"YES","Private Renting",13,0,2.000000,98.000000,1.000000,5330.000000,252500,100,"NO"
100752.000000,44395,"YES","Owner Occupier",20,16,2.000000,1299.000000,1.000000,8750.000000,290000,100,"YES"
100753.000000,53550,"NO","Public Housing",11,23,1.000000,544.000000,1.000000,7260.000000,250000,120,"YES"
100754.000000,50816,"YES","Owner Occupier",0,17,2.000000,2031.000000,1.000000,8075.000000,300000,130,"YES"
100755.000000,53660,"YES","Private Renting",23,17,1.000000,380.000000,1.000000,7945.000000,378000,100,"NO"
100756.000000,59944,"YES","Owner Occupier",20,11,2.000000,3894.000000,0.000000,9880.000000,750000,110,"NO"
100757.000000,54451,"YES","Private Renting",14,30,1.000000,3312.000000,1.000000,9440.000000,150000,100,"NO"
100758.000000,58914,"NO","Living with parents/guardian",11,7,1.000000,1562.000000,1.000000,9490.000000,260000,100,"YES"
100759.000000,47035,"NO","Living with parents/guardian",8,15,1.000000,2003.000000,0.000000,10915.000000,390000,100,"YES"
100760.000000,43794,"YES","Owner Occupier",9,6,2.000000,1430.000000,0.000000,9020.000000,143000,101,"NO"
100761.000000,53102,"NO","Owner Occupier",15,1,1.000000,1147.000000,0.000000,7590.000000,215000,100,"YES"
100763.000000,45452,"YES","Owner Occupier",12,24,1.000000,5490.000000,1.000000,10040.000000,328000,100,"NO"
100764.000000,44787,"YES","Owner Occupier",9,4,2.000000,982.000000,0.000000,8175.000000,295000,100,"NO"
100765.000000,51498,"YES","Private Renting",26,9,1.000000,589.000000,1.000000,10150.000000,295000,100,"NO"
100766.000000,57376,"YES","Private Renting",21,27,2.000000,684.000000,1.000000,9845.000000,540000,110,"YES"
100767.000000,51724,"YES","Owner Occupier",15,3,1.000000,88.000000,1.000000,7150.000000,140000,101,"YES"
100768.000000,52772,"YES","Owner Occupier",23,9,2.000000,1348.000000,1.000000,8340.000000,285000,100,"NO"
100769.000000,58529,"YES","Sheltered",0,9,1.000000,1108.000000,0.000000,11775.000000,275000,100,"NO"
100770.000000,53983,"YES","Public Housing",1,9,2.000000,2117.000000,0.000000,9585.000000,319000,100,"NO"
100781.000000,44294,"YES","Owner Occupier",9,20,2.000000,3195.000000,1.000000,10825.000000,211000,130,"YES"
100782.000000,43608,"NO","Owner Occupier",2,20,1.000000,452.000000,0.000000,7610.000000,410000,100,"YES"
100784.000000,44261,"NO","Owner Occupier",9,22,1.000000,823.000000,1.000000,8010.000000,323600,100,"YES"
100785.000000,43823,"NO","Living with parents/guardian",14,1,2.000000,2245.000000,1.000000,9795.000000,175000,130,"NO"
100789.000000,43151,"NO","Private Renting",6,9,1.000000,681.000000,1.000000,7290.000000,320000,110,"NO"
100790.000000,44072,"YES","Owner Occupier",5,5,1.000000,1250.000000,0.000000,10590.000000,275000,100,"YES"
100792.000000,44230,"YES","Owner Occupier",9,22,2.000000,3106.000000,0.000000,540.000000,350000,100,"NO"
100793.000000,50552,"YES","Owner Occupier",5,23,1.000000,466.000000,0.000000,6880.000000,380000,110,"YES"
100794.000000,53704,"YES","Owner Occupier",21,17,2.000000,490.000000,1.000000,2825.000000,425000,100,"YES"
100795.000000,53842,"YES","Owner Occupier",25,13,2.000000,3115.000000,0.000000,6150.000000,625000,100,"NO"
100796.000000,58381,"YES","Private Renting",16,12,1.000000,829.000000,0.000000,11750.000000,455000,100,"NO"
100797.000000,51385,"YES","Owner Occupier",14,10,1.000000,777.000000,0.000000,7430.000000,260000,101,"NO"
100798.000000,47111,"YES","Private Renting",1,14,2.000000,1001.000000,1.000000,10510.000000,425000,110,"YES"
100799.000000,49866,"NO","Owner Occupier",10,24,1.000000,2493.000000,0.000000,9340.000000,2095000,101,"NO"
100802.000000,48607,"YES","Owner Occupier",19,23,2.000000,985.000000,1.000000,4415.000000,170000,100,"NO"
