customer_id,campaign,response,response_date,purchase,purchase_date,product_id,Rowid,age,age_youngest_child,average#balance#feed#index,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,X_random
5927,2,0,,0,,,1849,35,7,0,"Queensbury",35,"F",0,0,0,51,28327.000000,"U",5,-3,"0",3,0,0,0,10,37,0.000000,1
5927,3,0,,0,,,1850,35,7,0,"Queensbury",35,"F",0,0,0,51,28327.000000,"U",5,-3,"0",3,0,0,0,10,37,0.000000,1
5933,2,0,,0,,,1851,35,5,0,"Queensbury",35,"F",0,0,0,51,28327.000000,"M",5,17,"24",3,0,0,0,10,37,0.000000,3
5937,2,0,,0,,,1852,38,5,149,"Ravensville",38,"F",0,0,0,60,28270.000000,"U",6,9,"12",1,3,6,3,10,28,9.430480,2
5938,4,0,,0,,,1853,28,1,115,"Queensbury",28,"F",0,0,0,60,28270.000000,"S",6,29,"36",1,0,3,2,10,28,8.342320,2
5946,2,0,,0,,,1854,26,0,258,"Princeton",26,"F",0,0,0,72,28289.000000,"S",5,9,"12",0,0,4,2,9,18,8.898660,3
5948,3,0,,0,,,1855,25,0,0,"Kingsville",25,"F",0,0,0,72,28289.000000,"S",5,-4,"0",0,0,0,0,9,18,0.000000,1
5948,2,0,,0,,,1856,25,0,0,"Kingsville",25,"F",0,0,0,72,28289.000000,"S",5,-4,"0",0,0,0,0,9,18,0.000000,1
5949,2,1,2006-07-05 00:00:00,1,,421,760,10,0,138,"Princeton",10,"F",0,0,0,72,28289.000000,"S",5,17,"24",0,1,5,3,9,18,11.338000,1
5951,2,0,,0,,,1857,26,0,148,"Foxton",26,"F",0,0,0,72,28289.000000,"S",5,9,"12",0,0,4,1,9,18,12.029000,3
5953,2,0,,0,,,1858,35,2,0,"Catburg",35,"M",0,0,0,72,28289.000000,"M",5,17,"24",0,1,0,0,9,18,0.000000,2
5954,3,0,,0,,,1859,36,9,0,"Ravensville",36,"M",0,0,0,72,28289.000000,"M",5,21,"24",0,1,0,0,9,18,0.000000,3
5954,2,0,,0,,,1860,36,9,0,"Ravensville",36,"M",0,0,0,72,28289.000000,"M",5,21,"24",0,1,0,0,9,18,0.000000,3
5956,3,0,,0,,,1861,50,20,0,"Kingsville",50,"F",0,0,0,72,28289.000000,"M",4,-5,"0",0,2,0,0,9,18,0.000000,2
5956,2,0,,0,,,1862,50,20,0,"Kingsville",50,"F",0,0,0,72,28289.000000,"M",4,-5,"0",0,2,0,0,9,18,0.000000,2
5959,1,0,,0,,,1863,40,10,299,"Ravensville",40,"M",0,0,0,59,28342.000000,"U",4,39,"48",1,0,2,1,8,32,10.565700,2
5964,2,0,,0,,,1864,33,0,0,"Queensbury",33,"F",0,0,0,59,28342.000000,"S",4,22,"24",1,5,0,0,8,32,0.000000,3
5964,3,0,,0,,,1865,33,0,0,"Queensbury",33,"F",0,0,0,59,28342.000000,"S",4,22,"24",1,5,0,0,8,32,0.000000,3
5965,2,0,,0,,,1866,21,0,0,"Princeton",21,"F",0,0,0,61,28279.000000,"S",4,10,"12",1,1,0,0,16,22,0.000000,3
5969,3,0,,0,,,1867,56,27,349,"Catburg",56,"M",0,0,0,61,28279.000000,"M",3,38,"48",1,1,3,1,16,22,9.449000,3
5969,2,0,,0,,,1868,56,27,349,"Catburg",56,"M",0,0,0,61,28279.000000,"M",3,38,"48",1,1,3,1,16,22,9.449000,3
5971,2,0,,0,,,1869,37,7,467,"Ravensville",37,"F",0,0,0,61,28279.000000,"S",4,36,"48",1,0,3,3,16,22,9.800330,1
5974,2,0,,0,,,1870,35,8,0,"Princeton",35,"F",0,0,0,61,28279.000000,"U",4,-4,"0",1,1,0,0,16,22,0.000000,1
5974,3,0,,0,,,1871,35,8,0,"Princeton",35,"F",0,0,0,61,28279.000000,"U",4,-4,"0",1,1,0,0,16,22,0.000000,1
5975,2,0,,0,,,1872,43,18,0,"Ravensville",43,"F",0,0,0,61,28279.000000,"S",4,15,"24",1,1,0,0,16,22,0.000000,3
5981,2,0,,0,,,1873,34,6,207,"Ravensville",34,"M",0,0,0,63,28320.000000,"M",7,15,"24",1,1,1,1,9,26,12.622300,2
5981,3,0,,0,,,1874,34,6,207,"Ravensville",34,"M",0,0,0,63,28320.000000,"M",7,15,"24",1,1,1,1,9,26,12.622300,2
5997,2,0,,0,,,1875,27,0,0,"Foxton",27,"F",0,0,0,60,28292.000000,"S",5,-1,"0",1,2,0,0,8,30,0.000000,1
5999,1,0,,0,,,1876,46,17,92,"Ravensville",46,"F",0,0,0,37,28331.000000,"S",7,40,"48",5,5,3,1,14,47,8.646660,2
6001,2,0,,0,,,1877,43,13,0,"Kingsville",43,"F",0,1,0,37,28331.000000,"M",7,12,"24",5,0,0,0,14,47,0.000000,2
6003,2,0,,0,,,1878,52,24,0,"Foxton",52,"F",0,1,0,37,28331.000000,"M",6,26,"36",5,0,0,0,14,47,0.000000,2
6014,2,0,,0,,,1879,25,0,0,"Ravensville",25,"F",0,0,0,55,28316.000000,"S",6,-1,"0",2,0,0,0,13,31,0.000000,3
6014,3,0,,0,,,1880,25,0,0,"Ravensville",25,"F",0,0,0,55,28316.000000,"S",6,-1,"0",2,0,0,0,13,31,0.000000,3
6016,2,0,,0,,,1881,61,33,0,"Kingsville",61,"M",0,0,0,55,28316.000000,"S",5,16,"24",2,4,0,0,13,31,0.000000,1
6016,3,0,,0,,,1882,61,33,0,"Kingsville",61,"M",0,0,0,55,28316.000000,"S",5,16,"24",2,4,0,0,13,31,0.000000,1
6022,1,0,,0,,,1883,30,0,369,"Ravensville",30,"M",0,1,0,58,28349.000000,"S",7,29,"36",2,2,4,3,16,25,10.514700,2
6030,2,0,,0,,,1884,35,3,157,"Kingsville",35,"F",0,0,0,49,28285.000000,"U",5,27,"36",3,0,2,1,10,40,13.115700,1
6034,2,0,,0,,,1885,47,18,299,"Queensbury",47,"M",0,0,0,49,28285.000000,"M",5,15,"24",3,3,1,1,10,40,8.865670,3
6035,2,0,,0,,,1886,44,13,0,"Queensbury",44,"M",0,0,0,49,28285.000000,"S",5,6,"12",3,0,0,0,10,40,0.000000,2
6040,2,0,,0,,,1887,25,0,363,"Kingsville",25,"M",0,0,0,52,28274.000000,"S",5,6,"12",3,1,3,1,19,27,9.482330,1
6048,3,0,,0,,,1888,46,18,98,"Princeton",46,"F",0,0,0,37,28319.000000,"S",2,30,"36",5,4,3,2,15,47,8.464660,1
6048,2,0,,0,,,1889,46,18,98,"Princeton",46,"F",0,0,0,37,28319.000000,"S",2,30,"36",5,4,3,2,15,47,8.464660,1
6050,2,0,,0,,,1890,35,5,302,"Ravensville",35,"M",0,0,0,37,28319.000000,"U",2,7,"12",5,1,3,1,15,47,7.912330,3
6054,2,0,,0,,,1891,42,13,0,"Kingsville",42,"M",0,0,0,37,28319.000000,"U",2,15,"24",5,0,0,0,15,47,0.000000,2
6065,3,0,,0,,,1892,39,10,112,"Catburg",39,"F",0,0,0,40,28316.000000,"S",4,25,"36",5,0,3,2,16,43,12.437300,3
6065,2,0,,0,,,1893,39,10,112,"Catburg",39,"F",0,0,0,40,28316.000000,"S",4,25,"36",5,0,3,2,16,43,12.437300,3
6069,2,0,,0,,,1894,34,6,0,"Foxton",34,"F",0,0,0,40,28316.000000,"M",4,-5,"0",5,3,0,0,16,43,0.000000,3
6073,2,0,,0,,,1895,52,24,0,"Queensbury",52,"F",0,0,0,45,28310.000000,"M",3,-6,"0",4,3,0,0,13,41,0.000000,2
6073,3,0,,0,,,1896,52,24,0,"Queensbury",52,"F",0,0,0,45,28310.000000,"M",3,-6,"0",4,3,0,0,13,41,0.000000,2
6075,1,0,,0,,,1897,35,10,83,"Catburg",35,"F",0,0,0,45,28310.000000,"U",4,29,"36",4,0,3,2,13,41,9.245620,1
6075,3,0,,0,,,1898,35,10,83,"Catburg",35,"F",0,0,0,45,28310.000000,"U",4,29,"36",4,0,3,2,13,41,9.245620,1
6075,2,0,,0,,,1899,35,10,83,"Catburg",35,"F",0,0,0,45,28310.000000,"U",4,29,"36",4,0,3,2,13,41,9.245620,1
6081,2,0,,0,,,1900,43,11,0,"Foxton",43,"M",0,0,0,45,28310.000000,"M",4,10,"12",4,4,0,0,13,41,0.000000,1
6082,2,0,,0,,,1901,37,8,0,"Catburg",37,"F",0,0,0,45,28310.000000,"U",4,34,"36",4,0,0,0,13,41,0.000000,2
6084,3,0,,0,,,1902,30,0,199,"Princeton",30,"F",0,0,0,58,28313.000000,"S",5,40,"48",2,1,2,1,11,29,7.722330,3
6084,4,0,,0,,,1903,30,0,199,"Princeton",30,"F",0,0,0,58,28313.000000,"S",5,40,"48",2,1,2,1,11,29,7.722330,3
6086,2,0,,0,,,1904,38,12,0,"Ravensville",38,"M",0,0,0,58,28313.000000,"S",5,24,"36",2,0,0,0,11,29,0.000000,3
6087,2,0,,0,,,1905,33,3,0,"Catburg",33,"F",0,0,0,58,28313.000000,"S",5,33,"36",2,0,0,0,11,29,0.000000,1
6088,3,0,,0,,,1906,52,25,0,"Ravensville",52,"F",0,0,0,58,28313.000000,"U",4,21,"24",2,4,0,0,11,29,0.000000,3
6088,2,0,,0,,,1907,52,25,0,"Ravensville",52,"F",0,0,0,58,28313.000000,"U",4,21,"24",2,4,0,0,11,29,0.000000,3
6090,3,0,,0,,,1908,56,26,0,"Catburg",56,"F",0,0,0,57,28254.000000,"M",5,25,"36",2,4,0,0,10,32,0.000000,1
6090,2,0,,0,,,1909,56,26,0,"Catburg",56,"F",0,0,0,57,28254.000000,"M",5,25,"36",2,4,0,0,10,32,0.000000,1
6092,2,0,,0,,,1910,57,30,280,"Catburg",57,"M",0,0,0,64,28306.000000,"S",6,23,"24",1,0,2,1,5,29,9.325670,3
6092,3,0,,0,,,1911,57,30,280,"Catburg",57,"M",0,0,0,64,28306.000000,"S",6,23,"24",1,0,2,1,5,29,9.325670,3
6099,2,0,,0,,,1912,29,2,0,"Ravensville",29,"F",0,1,0,64,28306.000000,"M",7,-1,"0",1,3,0,0,5,29,0.000000,3
6103,3,0,,0,,,1913,31,0,308,"Ravensville",31,"F",0,0,0,64,28316.000000,"S",4,12,"24",1,0,3,1,12,22,12.332300,1
6103,1,0,,0,,,1914,31,0,308,"Ravensville",31,"F",0,0,0,64,28316.000000,"S",4,12,"24",1,0,3,1,12,22,12.332300,1
6104,2,0,,0,,,1915,24,0,315,"Kingsville",24,"F",0,1,0,64,28316.000000,"S",4,29,"36",1,4,3,2,12,22,10.041300,3
6105,4,0,,0,,,1916,20,0,403,"Queensbury",20,"M",0,0,0,64,28316.000000,"S",4,29,"36",1,0,6,3,12,22,9.587000,1
6110,2,0,,0,,,1917,31,0,0,"Queensbury",31,"M",0,0,0,64,28316.000000,"S",4,13,"24",1,0,0,0,12,22,0.000000,1
6114,2,0,,0,,,1918,86,57,0,"Foxton",86,"M",0,0,0,70,28282.000000,"U",2,-6,"0",0,1,0,0,11,18,0.000000,1
6117,2,0,,0,,,1919,37,6,0,"Catburg",37,"F",0,0,0,70,28282.000000,"S",3,40,"48",0,0,0,0,11,18,0.000000,2
6122,4,0,,0,,,1920,37,10,258,"Queensbury",37,"M",0,0,0,48,28320.000000,"U",7,41,"48",3,0,3,2,13,38,12.471300,3
6122,3,0,,0,,,1921,37,10,258,"Queensbury",37,"M",0,0,0,48,28320.000000,"U",7,41,"48",3,0,3,2,13,38,12.471300,3
6124,2,1,2006-07-29 00:00:00,1,,421,2724,32,1,252,"Foxton",32,"F",0,0,0,48,28320.000000,"M",7,20,"24",3,1,4,1,13,38,8.152330,2
6127,2,0,,0,,,1922,42,14,0,"Foxton",42,"F",0,0,0,48,28320.000000,"S",7,36,"48",3,4,0,0,13,38,0.000000,2
6128,2,0,,0,,,1923,38,10,0,"Foxton",38,"F",0,0,0,48,28320.000000,"U",7,14,"24",3,0,0,0,13,38,0.000000,1
6131,2,0,,0,,,1924,47,17,0,"Ravensville",47,"M",0,0,0,48,28320.000000,"U",7,20,"24",3,0,0,0,13,38,0.000000,1
6131,3,0,,0,,,1925,47,17,0,"Ravensville",47,"M",0,0,0,48,28320.000000,"U",7,20,"24",3,0,0,0,13,38,0.000000,1
6132,4,0,,0,,,1926,46,14,136,"Catburg",46,"M",0,0,0,47,28316.000000,"M",6,22,"24",3,1,1,1,6,45,9.157330,2
6133,2,0,,0,,,1927,41,9,52,"Queensbury",41,"M",0,0,0,47,28316.000000,"M",6,24,"36",3,3,2,1,6,45,8.849000,1
6143,2,0,,0,,,1928,36,6,0,"Catburg",36,"F",0,0,0,58,28282.000000,"U",5,39,"48",2,2,0,0,4,37,0.000000,3
6144,3,0,,0,,,1929,43,12,254,"Foxton",43,"M",0,0,1,58,28282.000000,"M",5,41,"48",2,4,4,1,4,37,12.015700,3
6148,2,0,,0,,,1930,36,2,0,"Catburg",36,"F",0,0,0,58,28282.000000,"S",5,14,"24",2,0,0,0,4,37,0.000000,2
6148,3,0,,0,,,1931,36,2,0,"Catburg",36,"F",0,0,0,58,28282.000000,"S",5,14,"24",2,0,0,0,4,37,0.000000,2
6149,2,0,,0,,,1932,31,1,0,"Princeton",31,"F",0,0,0,58,28282.000000,"S",5,22,"24",2,7,0,0,4,37,0.000000,2
6157,2,0,,0,,,1933,36,5,94,"Queensbury",36,"F",0,0,0,44,28258.000000,"S",5,7,"12",4,0,1,1,13,42,9.389000,2
6169,2,0,,0,,,1934,18,0,149,"Kingsville",18,"F",0,1,0,60,28301.000000,"S",2,15,"24",1,3,3,1,10,28,10.582300,3
6175,4,0,,0,,,1935,27,1,164,"Queensbury",27,"M",0,0,0,56,28294.000000,"S",7,40,"48",2,0,3,2,13,29,11.115700,3
6178,2,0,,0,,,1936,49,20,0,"Kingsville",49,"M",0,0,0,56,28294.000000,"M",6,40,"48",2,1,0,0,13,29,0.000000,2
6179,2,0,,0,,,1937,34,6,0,"Catburg",34,"M",0,0,0,56,28294.000000,"U",7,20,"24",2,2,0,0,13,29,0.000000,1
6189,4,0,,0,,,1938,27,0,124,"Catburg",27,"F",0,0,0,63,28302.000000,"S",6,41,"48",1,1,3,1,8,28,7.353320,2
6194,1,1,2006-04-05 00:00:00,1,2006-04-05 00:00:00,,29,47,19,159,"Foxton",47,"F",0,0,0,59,28301.000000,"S",2,5,"12",1,0,2,1,15,24,10.159000,2
6195,2,0,,0,,,1939,51,22,0,"Princeton",51,"M",0,0,0,59,28301.000000,"S",2,11,"24",1,0,0,0,15,24,0.000000,1
6197,1,0,,0,,,1940,27,0,621,"Queensbury",27,"F",0,0,0,59,28301.000000,"S",3,22,"24",1,0,1,1,15,24,13.392300,2
6199,2,0,,0,,,1941,34,0,0,"Kingsville",34,"M",0,0,0,59,28301.000000,"S",3,29,"36",1,1,0,0,15,24,0.000000,2
6201,2,0,,0,,,1942,33,5,0,"Princeton",33,"M",0,0,0,59,28301.000000,"U",3,22,"24",1,1,0,0,15,24,0.000000,2
6214,4,0,,0,,,1943,21,0,258,"Foxton",21,"F",0,0,0,57,28328.000000,"S",6,41,"48",2,0,6,3,9,32,11.058000,2
6223,2,0,,0,,,1944,48,17,0,"Ravensville",48,"M",0,0,0,57,28328.000000,"M",6,12,"24",2,1,0,0,9,32,0.000000,2
6225,2,0,,0,,,1945,31,2,165,"Princeton",31,"M",0,0,0,33,28286.000000,"S",4,26,"36",6,3,3,1,18,48,8.316660,1
6226,2,0,,0,,,1946,66,40,0,"Kingsville",66,"F",0,0,0,33,28286.000000,"U",3,-6,"0",6,2,0,0,18,48,0.000000,2
6227,2,0,,0,,,1947,43,13,0,"Queensbury",43,"F",0,0,0,33,28286.000000,"S",4,-3,"0",6,2,0,0,18,48,0.000000,3
6228,2,0,,0,,,1948,27,0,0,"Catburg",27,"M",0,0,0,33,28286.000000,"S",4,14,"24",6,0,0,0,18,48,0.000000,2
6233,1,0,,0,,,1949,61,37,89,"Catburg",61,"F",0,0,0,53,28284.000000,"M",5,12,"24",3,4,4,2,8,37,9.218320,3
6234,2,0,,0,,,1950,39,10,180,"Catburg",39,"M",0,0,0,53,28284.000000,"S",6,39,"48",3,2,3,1,8,37,11.925700,2
6234,3,0,,0,,,1951,39,10,180,"Catburg",39,"M",0,0,0,53,28284.000000,"S",6,39,"48",3,2,3,1,8,37,11.925700,2
6238,2,0,,0,,,1952,50,24,0,"Catburg",50,"M",0,0,0,53,28284.000000,"M",5,26,"36",3,1,0,0,8,37,0.000000,3
6239,2,0,,0,,,1953,28,0,0,"Princeton",28,"M",0,0,0,53,28284.000000,"S",6,31,"36",3,1,0,0,8,37,0.000000,1
6242,4,0,,0,,,1954,27,0,219,"Queensbury",27,"F",0,0,0,45,28252.000000,"S",3,41,"48",4,0,2,1,13,41,10.619000,3
6244,2,0,,0,,,1955,25,0,92,"Princeton",25,"F",0,0,0,45,28252.000000,"S",3,18,"24",4,0,4,1,13,41,7.589000,1
6249,2,0,,0,,,1956,51,22,0,"Queensbury",51,"F",0,0,0,63,28270.000000,"M",4,41,"48",1,1,0,0,15,21,0.000000,1
6249,3,0,,0,,,1957,51,22,0,"Queensbury",51,"F",0,0,0,63,28270.000000,"M",4,41,"48",1,1,0,0,15,21,0.000000,1
6253,3,0,,0,,,1958,39,5,0,"Catburg",39,"F",0,0,0,63,28270.000000,"S",5,16,"24",1,0,0,0,15,21,0.000000,1
6253,2,0,,0,,,1959,39,5,0,"Catburg",39,"F",0,0,0,63,28270.000000,"S",5,16,"24",1,0,0,0,15,21,0.000000,1
6255,2,1,2006-07-17 00:00:00,0,,183,1758,34,5,184,"Kingsville",34,"F",0,0,0,65,28265.000000,"U",2,30,"36",0,0,3,2,14,19,10.397300,2
6257,2,0,,0,,,1960,44,17,0,"Catburg",44,"M",0,0,0,65,28265.000000,"S",2,14,"24",0,0,0,0,14,19,0.000000,2
6268,2,0,,0,,,1961,42,15,0,"Princeton",42,"M",0,0,0,59,28266.000000,"U",7,19,"24",1,1,0,0,8,31,0.000000,3
6271,3,0,,0,,,1962,38,12,457,"Foxton",38,"M",0,0,0,37,28340.000000,"U",4,6,"12",5,5,0,3,24,38,9.690330,1
6271,2,0,,0,,,1963,38,12,457,"Foxton",38,"M",0,0,0,37,28340.000000,"U",4,6,"12",5,5,0,3,24,38,9.690330,1
6277,2,0,,0,,,1964,26,0,0,"Catburg",26,"M",0,0,0,63,28309.000000,"S",4,35,"36",1,0,0,0,12,24,0.000000,1
6280,2,0,,0,,,1965,42,9,0,"Foxton",42,"M",0,0,0,63,28309.000000,"U",4,-3,"0",1,1,0,0,12,24,0.000000,2
6289,2,0,,0,,,1966,43,17,0,"Ravensville",43,"M",0,0,0,47,28309.000000,"M",6,36,"48",3,1,0,0,12,40,0.000000,2
6289,3,0,,0,,,1967,43,17,0,"Ravensville",43,"M",0,0,0,47,28309.000000,"M",6,36,"48",3,1,0,0,12,40,0.000000,2
6290,3,0,,0,,,1968,27,0,222,"Ravensville",27,"M",0,0,0,64,28263.000000,"S",2,18,"24",1,0,4,2,6,29,10.905000,1
6290,2,0,,0,,,1969,27,0,222,"Ravensville",27,"M",0,0,0,64,28263.000000,"S",2,18,"24",1,0,4,2,6,29,10.905000,1
6293,2,0,,0,,,1970,41,15,61,"Ravensville",41,"F",0,0,0,64,28263.000000,"M",2,21,"24",1,0,1,1,6,29,7.292330,2
6294,2,0,,0,,,1971,33,5,269,"Princeton",33,"F",0,0,0,64,28263.000000,"S",2,27,"36",1,0,4,2,6,29,11.082300,3
6296,2,0,,0,,,1972,37,9,0,"Kingsville",37,"F",0,0,0,36,28274.000000,"M",6,27,"36",5,3,0,0,14,49,0.000000,2
6296,3,0,,0,,,1973,37,9,0,"Kingsville",37,"F",0,0,0,36,28274.000000,"M",6,27,"36",5,3,0,0,14,49,0.000000,2
6301,2,0,,0,,,1974,25,0,0,"Foxton",25,"F",0,0,0,36,28274.000000,"S",6,22,"24",5,0,0,0,14,49,0.000000,3
6303,2,1,2006-07-09 00:00:00,1,,421,1087,41,18,192,"Ravensville",41,"M",0,0,0,60,28285.000000,"U",3,24,"36",1,0,4,3,5,34,10.174000,2
6305,2,0,,0,,,1975,31,3,0,"Queensbury",31,"M",0,0,0,60,28285.000000,"U",3,27,"36",1,0,0,0,5,34,0.000000,2
6306,2,0,,0,,,1976,36,10,0,"Catburg",36,"F",0,0,0,60,28285.000000,"S",3,16,"24",1,4,0,0,5,34,0.000000,1
6315,2,0,,0,,,1977,39,10,291,"Queensbury",39,"M",0,0,0,57,28259.000000,"M",2,16,"24",2,1,3,2,7,35,9.384990,1
6315,3,0,,0,,,1978,39,10,291,"Queensbury",39,"M",0,0,0,57,28259.000000,"M",2,16,"24",2,1,3,2,7,35,9.384990,1
6316,4,0,,0,,,1979,46,17,62,"Princeton",46,"M",0,0,0,57,28259.000000,"U",2,22,"24",2,0,4,1,7,35,7.259000,2
6320,3,0,,0,,,1980,31,3,494,"Queensbury",31,"F",0,0,0,57,28259.000000,"M",2,24,"36",2,3,2,2,7,35,8.595660,1
6320,2,0,,0,,,1981,31,3,494,"Queensbury",31,"F",0,0,0,57,28259.000000,"M",2,24,"36",2,3,2,2,7,35,8.595660,1
6324,2,0,,0,,,1982,28,0,0,"Queensbury",28,"F",0,1,0,61,28277.000000,"S",3,-6,"0",1,3,0,0,13,24,0.000000,1
6327,1,0,,0,,,1983,32,1,201,"Foxton",32,"M",0,0,0,61,28277.000000,"U",3,12,"24",1,0,1,1,13,24,11.512300,3
6329,4,0,,0,,,1984,28,0,40,"Queensbury",28,"M",0,0,0,50,28288.000000,"S",3,12,"24",3,0,6,3,10,39,10.100600,2
6329,2,0,,0,,,1985,28,0,40,"Queensbury",28,"M",0,0,0,50,28288.000000,"S",3,12,"24",3,0,6,3,10,39,10.100600,2
6330,1,0,,0,,,1986,23,0,201,"Foxton",23,"F",0,0,0,50,28288.000000,"S",3,40,"48",3,1,2,1,10,39,9.165670,2
6340,2,0,,0,,,1987,40,8,0,"Foxton",40,"F",0,0,0,59,28289.000000,"U",5,33,"36",1,1,0,0,9,30,0.000000,2
6342,4,0,,0,,,1988,27,0,131,"Catburg",27,"F",0,0,0,62,28310.000000,"S",4,29,"36",1,0,3,2,12,24,10.419000,2
6350,2,0,,0,,,1989,54,25,0,"Queensbury",54,"F",0,0,0,55,28332.000000,"S",4,15,"24",2,4,0,0,11,32,0.000000,2
6359,2,0,,0,,,1990,51,24,0,"Catburg",51,"F",0,0,0,55,28332.000000,"M",4,-1,"0",2,1,0,0,11,32,0.000000,1
6362,3,0,,0,,,1991,42,15,102,"Princeton",42,"M",0,0,0,58,28309.000000,"U",4,22,"24",2,0,1,1,8,33,11.722300,3
6362,4,0,,0,,,1992,42,15,102,"Princeton",42,"M",0,0,0,58,28309.000000,"U",4,22,"24",2,0,1,1,8,33,11.722300,3
6364,2,0,,0,,,1993,43,9,0,"Foxton",43,"F",0,0,0,58,28309.000000,"M",4,19,"24",2,3,0,0,8,33,0.000000,3
6367,2,0,,0,,,1994,39,8,0,"Queensbury",39,"F",0,0,0,58,28309.000000,"M",4,16,"24",2,2,0,0,8,33,0.000000,1
6370,2,0,,0,,,1995,43,17,196,"Kingsville",43,"F",0,0,0,50,28320.000000,"M",4,18,"24",3,1,2,1,8,41,10.045700,1
6370,3,0,,0,,,1996,43,17,196,"Kingsville",43,"F",0,0,0,50,28320.000000,"M",4,18,"24",3,1,2,1,8,41,10.045700,1
6373,2,0,,0,,,1997,32,0,0,"Foxton",32,"F",0,0,0,50,28320.000000,"S",4,-4,"0",3,0,0,0,8,41,0.000000,3
6378,3,0,,0,,,1998,38,11,0,"Foxton",38,"M",0,0,0,50,28320.000000,"M",4,-7,"0",3,1,0,0,8,41,0.000000,2
6378,2,0,,0,,,1999,38,11,0,"Foxton",38,"M",0,0,0,50,28320.000000,"M",4,-7,"0",3,1,0,0,8,41,0.000000,2
6380,2,0,,0,,,2000,35,4,0,"Kingsville",35,"F",0,0,0,53,28261.000000,"S",3,-2,"0",2,0,0,0,13,32,0.000000,3
6380,3,0,,0,,,2001,35,4,0,"Kingsville",35,"F",0,0,0,53,28261.000000,"S",3,-2,"0",2,0,0,0,13,32,0.000000,3
6383,2,0,,0,,,2002,30,0,0,"Ravensville",30,"F",0,0,0,53,28261.000000,"S",3,35,"48",2,4,0,0,13,32,0.000000,2
6385,4,0,,0,,,2003,51,23,219,"Catburg",51,"F",0,0,0,64,28297.000000,"M",2,22,"24",1,0,4,2,11,24,10.652300,2
6385,3,0,,0,,,2004,51,23,219,"Catburg",51,"F",0,0,0,64,28297.000000,"M",2,22,"24",1,0,4,2,11,24,10.652300,2
6387,3,0,,0,,,2005,35,2,0,"Foxton",35,"M",0,0,0,64,28297.000000,"U",3,-4,"0",1,1,0,0,11,24,0.000000,2
6387,2,0,,0,,,2006,35,2,0,"Foxton",35,"M",0,0,0,64,28297.000000,"U",3,-4,"0",1,1,0,0,11,24,0.000000,2
6388,3,0,,0,,,2007,35,11,0,"Princeton",35,"M",0,0,0,64,28297.000000,"M",3,18,"24",1,1,0,0,11,24,0.000000,1
6388,2,0,,0,,,2008,35,11,0,"Princeton",35,"M",0,0,0,64,28297.000000,"M",3,18,"24",1,1,0,0,11,24,0.000000,1
6394,2,0,,0,,,2009,33,4,0,"Princeton",33,"F",0,0,0,51,28323.000000,"U",4,19,"24",3,3,0,0,13,34,0.000000,3
6394,3,0,,0,,,2010,33,4,0,"Princeton",33,"F",0,0,0,51,28323.000000,"U",4,19,"24",3,3,0,0,13,34,0.000000,3
6404,2,0,,0,,,2011,36,9,0,"Queensbury",36,"F",0,0,0,63,28307.000000,"U",2,21,"24",1,1,0,0,7,28,0.000000,3
6406,2,1,2006-07-20 00:00:00,1,,421,2005,18,0,599,"Princeton",18,"F",0,0,0,63,28307.000000,"S",2,41,"48",1,3,1,1,7,28,8.065670,3
6406,4,0,,0,,,2012,18,0,599,"Princeton",18,"F",0,0,0,63,28307.000000,"S",2,41,"48",1,3,1,1,7,28,8.065670,3
6408,2,0,,0,,,2013,60,30,0,"Ravensville",60,"M",0,0,0,63,28307.000000,"S",1,35,"36",1,1,0,0,7,28,0.000000,2
6409,2,0,,0,,,2014,22,0,0,"Catburg",22,"F",0,0,0,63,28307.000000,"S",2,28,"36",1,1,0,0,7,28,0.000000,3
6410,2,0,,0,,,2015,29,2,0,"Ravensville",29,"M",0,0,0,63,28307.000000,"U",2,26,"36",1,0,0,0,7,28,0.000000,3
6416,2,0,,0,,,2016,54,23,0,"Foxton",54,"M",0,0,0,48,28258.000000,"M",3,36,"48",3,2,0,0,16,35,0.000000,2
6417,2,0,,0,,,2017,70,40,0,"Queensbury",70,"F",0,0,0,48,28258.000000,"M",3,19,"24",3,3,0,0,16,35,0.000000,1
6420,3,0,,0,,,2018,38,11,79,"Catburg",38,"M",0,0,0,69,28252.000000,"M",2,23,"36",0,0,2,1,5,24,7.502330,1
6420,2,0,,0,,,2019,38,11,79,"Catburg",38,"M",0,0,0,69,28252.000000,"M",2,23,"36",0,0,2,1,5,24,7.502330,1
6423,1,0,,0,,,2020,37,8,84,"Princeton",37,"F",0,0,0,69,28252.000000,"S",2,22,"24",0,0,4,3,5,24,9.450610,2
6424,1,0,,0,,,2021,37,7,203,"Queensbury",37,"M",0,0,0,69,28252.000000,"S",2,12,"24",0,0,2,1,5,24,10.055700,3
6424,3,0,,0,,,2022,37,7,203,"Queensbury",37,"M",0,0,0,69,28252.000000,"S",2,12,"24",0,0,2,1,5,24,10.055700,3
6430,2,0,,0,,,2023,34,1,0,"Princeton",34,"M",0,0,0,69,28252.000000,"U",2,35,"48",0,0,0,0,5,24,0.000000,1
